DATE,DESCRIPTION,ORIGINAL_DESCRIPTION,AMOUNT,TRANSACTION_TYPE,CATEGORY,ACCOUNT_NAME,LABELS,NOTES
1/22/2016,'Macy's','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',37.03,debit,Rental Car & Taxi,Angela Hill,,
11/19/2016,'Zipcar','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',13.38,debit,Coffee Shops,Joanne Martin,,
1/2/2017,'Transfer from Regular Savings','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',20.39,debit,Coffee Shops,Justin Burns,,
11/27/2015,'Transfer from Regular Savings','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',15.67,credit,Coffee Shops,Rachel Caldwell,,
9/9/2018,'Dunkin Donuts','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',15.32,credit,Parking,William Stone,,
3/21/2016,'Indian Basket','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',46.31,debit,Rental Car & Taxi,Juan Maddox,,
9/11/2016,'Dunkin Donuts','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',36.95,debit,Restaurants,Christopher Smith,,
8/18/2016,'Zipcar','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',6.0,credit,Transfer,Sean Carter,,
4/28/2015,'Suppas Pizza Subs','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',19.22,debit,Coffee Shops,Stephanie Taylor,,
7/1/2015,'Macy's','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',4.64,credit,Restaurants,Lisa Singh,,
1/4/2016,'Mbcr Cmt Rl','Online Banking transfer from SAV 6666 Confirmation# 14152121894',23.31,debit,Clothing,Erica Vasquez,,
6/30/2017,'Macy's','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',35.58,credit,Clothing,Mr. Douglas Jennings,,
7/29/2015,'Transfer from Regular Savings','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',47.09,debit,Parking,Timothy George,,
12/8/2017,'Dunkin Donuts','Online Banking transfer from SAV 6666 Confirmation# 14152121894',31.3,credit,Transfer,Sherry Clark,,
6/5/2017,'Transfer from Regular Savings','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',14.96,credit,Parking,Nicole Harris,,
4/1/2017,'Suppas Pizza Subs','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',25.18,debit,Rental Car & Taxi,Rachel Molina,,
10/18/2018,'Mbcr Cmt Rl','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',11.47,debit,Transfer,Katherine Williams,,
1/23/2016,'Suppas Pizza Subs','Online Banking transfer from SAV 6666 Confirmation# 14152121894',34.5,debit,Coffee Shops,Jeffrey Brock,,
12/22/2017,'Dunkin Donuts','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',24.16,credit,Parking,Marissa Lopez,,
1/30/2016,'Indian Basket','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',28.33,debit,Restaurants,Angela Hammond,,
2/23/2016,'Macy's','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',38.81,debit,Rental Car & Taxi,David Davenport,,
6/11/2016,'Zipcar','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',29.9,debit,Transfer,Meagan Morris,,
8/28/2017,'Suppas Pizza Subs','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',41.94,credit,Coffee Shops,Lisa Jones,,
8/15/2015,'Mbcr Cmt Rl','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',20.2,credit,Restaurants,Christina Simmons,,
10/5/2017,'Transfer from Regular Savings','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',6.02,debit,Coffee Shops,Lisa Richardson,,
7/21/2017,'Dunkin Donuts','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',31.33,credit,Clothing,Evelyn Watts,,
3/5/2016,'Mbcr Cmt Rl','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',5.48,credit,Rental Car & Taxi,Felicia Stewart,,
9/5/2016,'Indian Basket','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',10.57,debit,Coffee Shops,Monica Roach,,
6/12/2017,'Suppas Pizza Subs','Online Banking transfer from SAV 6666 Confirmation# 14152121894',17.94,credit,Parking,Melanie Brennan,,
2/19/2015,'Macy's','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',43.44,debit,Restaurants,Robert Nelson,,
1/2/2018,'Suppas Pizza Subs','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',20.84,debit,Parking,Michael Coffey,,
10/6/2015,'Macy's','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',17.37,credit,Restaurants,Shelby Sweeney,,
1/20/2018,'Mbcr Cmt Rl','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',41.17,credit,Clothing,Lori Freeman,,
6/7/2017,'Dunkin Donuts','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',9.73,debit,Restaurants,Bryan Hamilton,,
4/23/2015,'Dunkin Donuts','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',2.7,credit,Parking,Molly Martinez,,
7/12/2018,'Suppas Pizza Subs','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',34.76,debit,Rental Car & Taxi,Vanessa Delgado,,
11/11/2018,'Zipcar','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',26.59,credit,Restaurants,Randy Fowler,,
11/21/2017,'Dunkin Donuts','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',16.72,credit,Clothing,Thomas Warren,,
8/17/2018,'Macy's','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',23.98,credit,Parking,Paul Sanchez,,
8/3/2017,'Macy's','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',16.43,debit,Coffee Shops,Jeanne Chapman,,
4/7/2017,'Mbcr Cmt Rl','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',3.0,credit,Parking,Brooke Collins,,
1/2/2015,'Mbcr Cmt Rl','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',44.34,debit,Restaurants,Cheryl Green,,
8/22/2018,'Transfer from Regular Savings','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',33.77,debit,Coffee Shops,Lindsay Brown,,
1/5/2015,'Zipcar','Online Banking transfer from SAV 6666 Confirmation# 14152121894',29.38,debit,Coffee Shops,Andrea Hebert,,
9/13/2015,'Zipcar','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',16.06,debit,Coffee Shops,Jill Nguyen,,
4/16/2015,'Macy's','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',46.63,debit,Transfer,Richard Rivera PhD,,
10/28/2018,'Transfer from Regular Savings','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',42.1,debit,Restaurants,Craig King,,
11/8/2015,'Dunkin Donuts','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',38.68,debit,Parking,Steven Coleman,,
12/26/2017,'Suppas Pizza Subs','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',36.66,credit,Coffee Shops,Grace Kaiser,,
3/7/2018,'Macy's','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',9.65,credit,Rental Car & Taxi,Karen Clark,,
1/29/2018,'Transfer from Regular Savings','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',12.76,debit,Parking,Jessica Tran,,
10/7/2016,'Mbcr Cmt Rl','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',4.08,debit,Coffee Shops,Jordan Burns,,
9/17/2015,'Transfer from Regular Savings','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',32.34,debit,Clothing,Eric Lopez,,
7/3/2016,'Suppas Pizza Subs','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',26.1,debit,Rental Car & Taxi,Paul Reed,,
6/26/2018,'Indian Basket','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',27.44,credit,Clothing,Jamie Sullivan,,
10/8/2015,'Zipcar','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',10.59,debit,Transfer,Mark Ross,,
6/20/2016,'Mbcr Cmt Rl','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',21.6,debit,Restaurants,Hannah Ford,,
2/14/2015,'Dunkin Donuts','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',34.91,debit,Parking,David Carter,,
4/5/2015,'Suppas Pizza Subs','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',33.8,debit,Parking,Antonio Turner,,
7/5/2016,'Dunkin Donuts','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',28.42,credit,Restaurants,Charles Quinn,,
10/15/2017,'Macy's','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',20.29,credit,Rental Car & Taxi,Rebecca Ingram,,
7/14/2016,'Zipcar','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',21.31,debit,Transfer,Steven Gordon,,
10/9/2015,'Zipcar','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',40.4,debit,Clothing,Jordan Robinson,,
12/18/2017,'Zipcar','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',28.04,debit,Rental Car & Taxi,Jennifer Hinton,,
6/18/2016,'Zipcar','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',15.52,debit,Parking,Ronald Yates,,
4/20/2016,'Indian Basket','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',41.45,credit,Restaurants,Mr. Richard Evans,,
2/29/2015,'Transfer from Regular Savings','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',35.67,debit,Parking,Joshua Hughes,,
9/19/2018,'Transfer from Regular Savings','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',15.65,credit,Coffee Shops,Jeffrey Hayes,,
12/3/2018,'Macy's','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',13.5,debit,Parking,Julia Boyd,,
1/17/2017,'Indian Basket','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',31.78,debit,Restaurants,Lisa Herrera,,
11/14/2018,'Transfer from Regular Savings','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',13.27,debit,Rental Car & Taxi,Kathryn Lawrence,,
11/12/2018,'Suppas Pizza Subs','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',26.65,credit,Parking,Karen Ford,,
6/3/2015,'Transfer from Regular Savings','Online Banking transfer from SAV 6666 Confirmation# 14152121894',26.05,credit,Parking,Melissa Thomas,,
2/9/2015,'Zipcar','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',33.43,debit,Transfer,Kenneth Huff,,
4/30/2017,'Indian Basket','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',35.98,debit,Transfer,Robert Robinson,,
11/26/2017,'Mbcr Cmt Rl','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',30.5,debit,Rental Car & Taxi,Mr. Paul Glenn DDS,,
3/28/2015,'Macy's','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',21.01,credit,Parking,Calvin Ramos,,
11/21/2018,'Dunkin Donuts','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',30.43,credit,Rental Car & Taxi,Kathleen Shaffer,,
5/22/2015,'Transfer from Regular Savings','Online Banking transfer from SAV 6666 Confirmation# 14152121894',26.38,credit,Parking,Douglas Werner,,
5/16/2018,'Indian Basket','Online Banking transfer from SAV 6666 Confirmation# 14152121894',17.96,debit,Coffee Shops,Nicholas Jordan,,
8/25/2018,'Dunkin Donuts','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',41.65,credit,Coffee Shops,Jocelyn Huff,,
1/5/2018,'Dunkin Donuts','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',20.99,credit,Clothing,Joseph Long,,
10/10/2018,'Macy's','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',44.03,credit,Parking,Edward Miranda,,
1/25/2016,'Mbcr Cmt Rl','Online Banking transfer from SAV 6666 Confirmation# 14152121894',16.38,debit,Parking,Anthony Jacobs,,
7/22/2017,'Transfer from Regular Savings','Online Banking transfer from SAV 6666 Confirmation# 14152121894',3.15,debit,Restaurants,Breanna Turner,,
11/3/2018,'Suppas Pizza Subs','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',27.03,debit,Coffee Shops,Mark Barnes,,
1/27/2017,'Macy's','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',46.01,credit,Coffee Shops,Dawn Snyder,,
7/22/2017,'Suppas Pizza Subs','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',42.22,debit,Coffee Shops,Stacy Harrington,,
3/5/2016,'Dunkin Donuts','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',13.39,credit,Restaurants,Daniel Bryant,,
8/24/2016,'Dunkin Donuts','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',15.92,debit,Transfer,Jaime Barnes,,
6/8/2018,'Transfer from Regular Savings','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',11.76,debit,Rental Car & Taxi,Elizabeth Howard,,
1/19/2017,'Mbcr Cmt Rl','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',32.78,debit,Restaurants,Amanda Davis,,
1/14/2017,'Suppas Pizza Subs','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',29.79,debit,Transfer,Laurie Hardin,,
10/28/2015,'Suppas Pizza Subs','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',27.6,debit,Coffee Shops,David Schroeder,,
3/5/2015,'Zipcar','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',17.07,credit,Coffee Shops,Brianna Rodriguez,,
6/4/2016,'Zipcar','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',38.47,debit,Clothing,Michael Davis,,
7/23/2016,'Zipcar','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',15.82,credit,Transfer,William Kennedy,,
6/18/2015,'Transfer from Regular Savings','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',20.67,debit,Transfer,Kevin Estrada,,
8/11/2018,'Dunkin Donuts','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',10.91,credit,Transfer,Louis Bartlett,,
3/15/2015,'Dunkin Donuts','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',18.81,credit,Restaurants,Christopher Jones,,
9/16/2015,'Transfer from Regular Savings','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',29.68,debit,Parking,Jennifer Mullen,,
8/9/2017,'Dunkin Donuts','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',27.13,debit,Parking,Frank Roberts,,
5/2/2016,'Dunkin Donuts','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',8.3,debit,Parking,Lori Wright,,
3/26/2018,'Indian Basket','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',25.73,debit,Clothing,Kara May,,
5/20/2017,'Indian Basket','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',10.03,credit,Parking,Edward Higgins,,
5/16/2016,'Macy's','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',4.0,debit,Clothing,Misty Adams,,
6/7/2015,'Mbcr Cmt Rl','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',13.35,credit,Restaurants,Kathy Hall,,
6/26/2018,'Macy's','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',13.9,credit,Rental Car & Taxi,Teresa Barnes,,
11/13/2017,'Suppas Pizza Subs','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',4.68,debit,Parking,Megan Nicholson,,
1/10/2016,'Indian Basket','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',9.67,debit,Coffee Shops,Kyle Johnson,,
8/4/2015,'Transfer from Regular Savings','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',5.88,credit,Transfer,John Avila,,
12/18/2017,'Suppas Pizza Subs','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',6.42,debit,Clothing,Megan Hodge,,
4/7/2015,'Mbcr Cmt Rl','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',36.02,debit,Clothing,Miss Margaret Wright,,
4/15/2015,'Zipcar','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',23.59,credit,Coffee Shops,Teresa Steele,,
1/15/2016,'Suppas Pizza Subs','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',48.17,credit,Restaurants,Sharon Benjamin,,
8/8/2016,'Dunkin Donuts','Online Banking transfer from SAV 6666 Confirmation# 14152121894',29.36,debit,Coffee Shops,James Cross,,
4/8/2018,'Zipcar','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',35.01,credit,Rental Car & Taxi,Michelle Smith,,
5/16/2018,'Transfer from Regular Savings','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',39.43,debit,Clothing,Steven Sharp,,
1/10/2017,'Indian Basket','Online Banking transfer from SAV 6666 Confirmation# 14152121894',10.2,debit,Coffee Shops,Katelyn Gilbert,,
6/20/2018,'Dunkin Donuts','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',9.84,credit,Clothing,Jose Alvarado,,
4/26/2017,'Indian Basket','Online Banking transfer from SAV 6666 Confirmation# 14152121894',25.72,debit,Coffee Shops,Margaret Benson,,
8/17/2016,'Suppas Pizza Subs','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',30.79,debit,Restaurants,Judith Burns,,
1/26/2015,'Macy's','Online Banking transfer from SAV 6666 Confirmation# 14152121894',4.3,credit,Restaurants,John Riley,,
10/22/2017,'Macy's','Online Banking transfer from SAV 6666 Confirmation# 14152121894',39.05,debit,Transfer,John Brooks,,
10/27/2018,'Indian Basket','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',19.87,credit,Transfer,Kelsey Allison,,
8/18/2015,'Mbcr Cmt Rl','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',25.81,credit,Restaurants,James Neal,,
11/25/2017,'Indian Basket','Online Banking transfer from SAV 6666 Confirmation# 14152121894',16.69,credit,Rental Car & Taxi,Gary Reese,,
9/1/2017,'Zipcar','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',13.29,credit,Parking,James Hunter,,
10/25/2016,'Dunkin Donuts','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',29.9,debit,Rental Car & Taxi,Michael Sanchez,,
10/6/2017,'Mbcr Cmt Rl','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',7.88,debit,Parking,Mathew Phelps,,
8/6/2016,'Suppas Pizza Subs','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',45.63,credit,Transfer,Amber Davis,,
12/22/2017,'Suppas Pizza Subs','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',33.37,debit,Restaurants,Darren Howard,,
7/5/2017,'Transfer from Regular Savings','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',47.52,debit,Transfer,Melanie Lambert,,
11/10/2017,'Transfer from Regular Savings','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',16.52,credit,Rental Car & Taxi,Ashley Ferrell,,
9/22/2015,'Dunkin Donuts','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',42.85,credit,Parking,Pamela Lynch,,
6/13/2015,'Macy's','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',45.74,debit,Transfer,Mr. Joseph Logan DDS,,
3/6/2015,'Zipcar','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',4.28,credit,Restaurants,Susan Pena,,
2/16/2016,'Dunkin Donuts','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',9.44,credit,Clothing,Brandon Edwards,,
12/24/2016,'Dunkin Donuts','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',24.61,credit,Restaurants,Ashley Price,,
9/16/2017,'Suppas Pizza Subs','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',15.46,debit,Restaurants,Jose Robinson,,
3/23/2016,'Indian Basket','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',39.56,debit,Restaurants,Pedro Hunter,,
12/29/2016,'Macy's','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',26.51,credit,Transfer,Brian Scott,,
12/15/2016,'Dunkin Donuts','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',39.11,credit,Parking,Michael Rodriguez,,
8/26/2017,'Macy's','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',17.94,credit,Coffee Shops,Alexandra Brown,,
12/14/2015,'Suppas Pizza Subs','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',28.78,credit,Clothing,Peter Calderon,,
8/20/2015,'Macy's','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',30.28,credit,Parking,Kathryn Ward,,
1/1/2015,'Dunkin Donuts','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',10.99,debit,Restaurants,Adam Flores,,
1/10/2017,'Macy's','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',6.75,credit,Transfer,Beth Hamilton,,
12/3/2018,'Macy's','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',46.06,debit,Parking,Kelly Butler,,
5/13/2015,'Mbcr Cmt Rl','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',6.11,credit,Clothing,Renee Williams,,
5/5/2017,'Mbcr Cmt Rl','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',28.64,credit,Parking,Jeffrey Marquez,,
10/16/2018,'Transfer from Regular Savings','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',44.39,credit,Clothing,Jeffrey Abbott,,
2/25/2017,'Zipcar','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',40.93,credit,Rental Car & Taxi,Connor Long DDS,,
2/17/2015,'Suppas Pizza Subs','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',27.79,debit,Parking,Cody Pierce,,
11/3/2018,'Mbcr Cmt Rl','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',16.59,credit,Rental Car & Taxi,Andrew Greer,,
4/18/2018,'Zipcar','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',3.12,debit,Rental Car & Taxi,Cindy Ross,,
4/8/2016,'Zipcar','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',39.05,debit,Transfer,Johnathan Ferguson,,
3/17/2016,'Macy's','Online Banking transfer from SAV 6666 Confirmation# 14152121894',26.44,credit,Clothing,Toni Adams,,
2/17/2017,'Indian Basket','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',30.69,debit,Parking,Maria King,,
7/11/2017,'Mbcr Cmt Rl','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',28.53,credit,Rental Car & Taxi,Jason Ballard,,
4/3/2017,'Zipcar','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',11.09,credit,Rental Car & Taxi,Brandon Rodriguez,,
6/16/2018,'Macy's','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',36.33,debit,Transfer,Jeffery Harmon,,
11/28/2015,'Transfer from Regular Savings','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',33.17,debit,Coffee Shops,April Fernandez,,
2/5/2015,'Zipcar','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',8.64,credit,Coffee Shops,Amanda Griffin,,
8/5/2015,'Transfer from Regular Savings','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',12.03,debit,Transfer,Patricia Yoder,,
11/22/2016,'Indian Basket','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',10.79,credit,Coffee Shops,Christine Sherman,,
4/4/2016,'Macy's','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',29.04,debit,Clothing,Linda Carney,,
9/30/2016,'Macy's','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',10.43,debit,Restaurants,Angela Lee,,
9/23/2015,'Indian Basket','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',38.95,debit,Parking,Amanda Galloway,,
8/5/2015,'Macy's','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',19.68,debit,Restaurants,Martha Bailey,,
12/23/2015,'Zipcar','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',38.61,credit,Rental Car & Taxi,Melissa Black,,
